33,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,2,4,Never,Monthly,DVD,Monthly,Weekly,879535,Monthly,Weekly,"Digital Satellite",Me,0
27,"Some College",Male,Rent,DSL,Married,2.5,4,2,3,2,Never,Weekly,DVD,Monthly,Weekly,879889,Rarely,Never,"Don't watch TV",Me,0
39,"Bachelor's Degree",Male,Own,"No Internet Connection",Married,3,5,4,3,3,Never,Rarely,VHS,Monthly,Weekly,881801,Monthly,Weekly,Cable,Me,0
30,"Master's Degree",Male,Rent,Dial-Up,Married,2,2,1,1,1,Never,Never,DVD,Monthly,Monthly,882320,Rarely,Monthly,Cable,Spouse/Partner,0
42,"Bachelor's Degree",Male,Own,Dial-Up,Married,3,5,2,3,1,Never,Rarely,DVD,Weekly,Weekly,882324,Monthly,Never,"Don't watch TV",Spouse/Partner,0
28,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1.5,4,2,2,3,Never,Monthly,DVD,Weekly,Weekly,882330,Monthly,Rarely,"Analog antennae",Me,0
32,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,2,Never,Rarely,DVD,Weekly,Weekly,882332,Monthly,Never,Cable,Other,0
29,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,1,1,Never,Rarely,VHS,Weekly,Weekly,882341,Monthly,Weekly,Cable,Spouse/Partner,0
31,"Some College",Male,Own,DSL,Separated,2,3,2,3,1,Rarely,Rarely,DVD,Monthly,Weekly,882342,Monthly,Weekly,Cable,Me,0
33,"Master's Degree",Female,Own,"Cable Modem",Married,1.5,4,2,1,1,Rarely,Monthly,DVD,Weekly,Weekly,882348,Monthly,Never,"Don't watch TV",Spouse/Partner,0
37,"Master's Degree",Male,Own,DSL,Divorced,2.5,3,1,3,1,Never,Rarely,DVD,Weekly,Weekly,882350,Monthly,Never,Cable,Other,0
40,"Master's Degree",Male,Own,Dial-Up,Married,2.5,4,2,4,1,Never,Rarely,DVD,Monthly,Weekly,882356,Rarely,Weekly,Cable,Other,0
23,"Master's Degree",Male,Own,"Cable Modem",Married,2,2,1,1,1,Rarely,Rarely,DVD,Rarely,Monthly,882360,Rarely,Rarely,Cable,Me,0
40,"Bachelor's Degree",Male,Own,DSL,Married,3.5,5,5,6,4,Never,Monthly,DVD,Monthly,Monthly,882364,Rarely,Never,Cable,Me,0
38,"Bachelor's Degree",Male,Own,DSL,Married,2.5,5,2,5,3,Never,Monthly,DVD,Weekly,Weekly,882367,Monthly,Weekly,"Digital Satellite",Me,0
38,"Some College",Male,Own,"Cable Modem",Married,3,5,2,4,4,Rarely,Monthly,DVD,Monthly,Weekly,882368,Rarely,Daily,Cable,Me,0
33,"Master's Degree",Male,Own,DSL,Married,2.5,3,2,1,2,Weekly,Never,DVD,Weekly,Weekly,882372,Monthly,Rarely,Cable,Me,0
41,"Master's Degree",Male,Own,DSL,Married,2.5,4,3,2,6,Rarely,Rarely,DVD,Weekly,Weekly,882382,Rarely,Rarely,Cable,Spouse/Partner,0
45,Doctorate,Male,Own,DSL,Married,3.5,4,2,1,2,Never,Rarely,DVD,Monthly,Monthly,882383,Monthly,Rarely,Cable,Children,0
33,"Master's Degree",Female,Own,DSL,Married,2.5,4,2,1,2,Rarely,Rarely,DVD,Weekly,Weekly,882387,Monthly,Monthly,Cable,Spouse/Partner,0
47,"Master's Degree",Male,Rent,Dial-Up,Divorced,1,2,1,2,1,Never,Never,DVD,Monthly,Monthly,882391,Monthly,Weekly,Cable,Me,0
33,"Bachelor's Degree",Female,Own,DSL,Married,3,5,2,2,3,Monthly,Never,DVD,Rarely,Rarely,882392,Monthly,Never,Cable,Me,0
26,"Bachelor's Degree",Male,Rent,Dial-Up,Married,1,2,1,1,1,Never,Monthly,DVD,Monthly,Monthly,882393,Monthly,Rarely,Cable,Me,0
38,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,3,2,2,1,Rarely,Rarely,VHS,Weekly,Weekly,882402,Monthly,Weekly,Cable,Spouse/Partner,0
33,"Bachelor's Degree",Male,Own,Dial-Up,Married,3,3,4,2,4,Never,Rarely,DVD,Rarely,Weekly,882410,Rarely,Never,Cable,Children,0
31,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1.5,2,2,1,2,Never,Rarely,VHS,Monthly,Monthly,882415,Rarely,Rarely,"Analog antennae",Spouse/Partner,0
30,"Master's Degree",Female,Own,DSL,Married,2.5,3,2,1,1,Never,Never,DVD,Monthly,Monthly,882419,Rarely,Monthly,Cable,Spouse/Partner,0
40,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,4,2,2,Monthly,Monthly,DVD,Rarely,Monthly,882423,Rarely,Monthly,"Digital Satellite",Me,0
33,"Master's Degree",Male,Own,Dial-Up,Married,2.5,2,1,2,1,Rarely,Rarely,DVD,Rarely,Weekly,882426,Rarely,Daily,Cable,Me,0
40,"Master's Degree",Male,Own,"Cable Modem",Married,4.5,6,3,2,3,Rarely,Monthly,DVD,Monthly,Weekly,882433,Monthly,Monthly,"Digital Satellite",Spouse/Partner,0
39,Post-Doc,Male,Own,"Cable Modem",Married,3,5,2,2,1,Never,Monthly,DVD,Weekly,Weekly,882435,Monthly,Never,"Don't watch TV",Me,0
38,"Bachelor's Degree",Female,Rent,"Cable Modem",Married,2,3,5,1,4,Rarely,Rarely,VHS,Monthly,Monthly,882439,Rarely,Monthly,Cable,Me,0
30,Doctorate,Male,Own,"Cable Modem",Married,3,4,2,1,1,Never,Never,DVD,Weekly,Weekly,882442,Rarely,Never,Cable,Me,0
31,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,2,2,Never,Rarely,VHS,Weekly,Weekly,882459,Monthly,Rarely,Cable,Children,0
52,"Master's Degree",Male,Own,Dial-Up,Married,2.5,4,3,3,2,Rarely,Rarely,VHS,Monthly,Monthly,882469,Rarely,Weekly,Cable,Spouse/Partner,0
31,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,1,1,Rarely,Rarely,VHS,Weekly,Weekly,882478,Rarely,Monthly,Cable,Me,0
35,"Bachelor's Degree",Male,Own,DSL,Married,2,4,2,2,4,Rarely,Monthly,DVD,Rarely,Monthly,882479,Rarely,Monthly,Cable,Me,0
36,"Master's Degree",Male,Own,"Cable Modem",Married,1.5,4,2,2,1,Never,Monthly,DVD,Monthly,Weekly,882483,Monthly,Weekly,Cable,Spouse/Partner,0
27,"Master's Degree",Male,Rent,"Cable Modem",Married,1.5,3,2,2,2,Rarely,Monthly,DVD,Monthly,Weekly,882497,Monthly,Daily,Cable,Me,0
40,"Bachelor's Degree",Male,Rent,DSL,Divorced,1,1,1,2,1,Rarely,Monthly,DVD,Rarely,Weekly,882506,Weekly,Daily,"Digital Satellite",Me,0
51,"Trade School",Male,Own,Dial-Up,Married,3,5,3,2,4,Never,Weekly,DVD,Never,Weekly,882507,Rarely,Weekly,"Digital Satellite",Me,0
29,"Associate's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,1,3,Never,Rarely,DVD,Monthly,Weekly,882508,Rarely,Daily,Cable,Me,0
28,"Some College",Male,Own,DSL,Married,2,4,3,3,4,Never,Rarely,DVD,Monthly,Monthly,882512,Rarely,Never,Cable,Spouse/Partner,0
36,"Master's Degree",Male,Own,Dial-Up,Married,2.5,5,2,1,2,Never,Rarely,DVD,Rarely,Monthly,882515,Rarely,Weekly,Cable,Me,0
37,"Master's Degree",Female,Own,DSL,Married,3,4,2,2,2,Never,Rarely,DVD,Weekly,Weekly,882518,Monthly,Weekly,Cable,Spouse/Partner,0
38,"Bachelor's Degree",Male,Own,"Cable Modem",Married,5,6,2,4,5,Rarely,Rarely,DVD,Monthly,Monthly,882522,Rarely,Monthly,Cable,Me,0
28,"Some College",Male,Own,"Cable Modem",Married,2.5,4,2,1,2,Rarely,Monthly,DVD,Never,Monthly,882532,Never,Weekly,Cable,Spouse/Partner,0
38,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,5,2,3,4,Rarely,Never,VHS,Weekly,Weekly,882543,Monthly,Monthly,Cable,Spouse/Partner,0
32,"Master's Degree",Male,Own,DSL,Married,2.5,4,2,1,2,Rarely,Monthly,DVD,Weekly,Weekly,882545,Weekly,Rarely,Cable,Me,0
36,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,3,4,Rarely,Rarely,DVD,Monthly,Weekly,882564,Rarely,Weekly,Cable,Me,0
48,"Bachelor's Degree",Female,Own,Dial-Up,Married,4,4,3,2,5,Never,Monthly,DVD,Weekly,Weekly,882578,Rarely,Rarely,"Analog antennae",Children,0
37,"Some College",Male,Own,"Cable Modem","Never Married",2.5,3,1,1,2,Rarely,Never,DVD,Never,Monthly,882583,Rarely,Rarely,"Digital Satellite",Me,0
36,"Bachelor's Degree",Female,Own,Dial-Up,Married,2,3,3,2,5,Never,Rarely,VHS,Monthly,Monthly,882587,Rarely,Never,"Analog antennae",Children,0
47,"Master's Degree",Female,Own,"Cable Modem",Other,2.5,5,1,2,1,Rarely,Monthly,DVD,Never,Weekly,882591,Monthly,Monthly,"Digital Satellite",Me,0
32,"Bachelor's Degree",Female,Own,Dial-Up,Married,3,5,2,2,3,Rarely,Monthly,VHS,Never,Weekly,882593,Rarely,Monthly,"Digital Satellite",Spouse/Partner,0
28,"Some College",Male,Own,DSL,Married,2.5,5,3,2,3,Never,Monthly,DVD,Weekly,Daily,882599,Rarely,Monthly,"Don't watch TV",Children,0
37,Post-Doc,Male,Own,"Cable Modem",Married,1.5,3,2,2,2,Never,Weekly,DVD,Monthly,Weekly,882602,Rarely,Monthly,"Analog antennae",Me,0
34,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,1,3,Rarely,Monthly,DVD,Weekly,Weekly,882608,Monthly,Monthly,"Digital Satellite",Me,0
40,"Some College",Male,Own,Dial-Up,Married,3,4,2,3,2,Never,Monthly,DVD,Never,Weekly,882609,Rarely,Rarely,"Digital Satellite",Spouse/Partner,0
30,"Master's Degree",Male,Rent,"Cable Modem",Married,2,2,1,2,1,Never,Rarely,DVD,Monthly,Monthly,882612,Monthly,Never,Cable,Me,0
35,"Associate's Degree",Male,Own,DSL,Married,3,3,2,2,3,Rarely,Monthly,DVD,Rarely,Monthly,882616,Rarely,Daily,Cable,Me,0
26,"Grade School",Male,Own,DSL,Married,2.5,3,1,1,1,Never,Monthly,DVD,Monthly,Daily,882626,Rarely,Rarely,"Don't watch TV",Me,0
35,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,2,Never,Rarely,DVD,Monthly,Monthly,882631,Rarely,Weekly,Cable,Me,0
33,Doctorate,Male,Own,DSL,Married,2,3,2,1,2,Never,Never,DVD,Rarely,Rarely,882652,Rarely,Monthly,"Analog antennae",Spouse/Partner,0
48,"Bachelor's Degree",Male,Own,Dial-Up,Married,3.5,4,2,3,2,Never,Weekly,DVD,Never,Weekly,882674,Rarely,Never,Cable,Me,0
42,"Some College",Male,Own,"Cable Modem",Married,2,3,3,2,3,Never,Rarely,DVD,Rarely,Rarely,882699,Rarely,Rarely,Cable,Me,0
35,"Master's Degree",Male,Own,DSL,Married,2,5,3,2,2,Never,Rarely,VHS,Weekly,Weekly,882700,Monthly,Never,"Analog antennae",Me,0
36,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,4,2,2,2,Never,Rarely,DVD,Weekly,Weekly,882705,Monthly,Weekly,Cable,Spouse/Partner,0
43,"Bachelor's Degree",Female,Own,Dial-Up,Divorced,2.5,3,2,2,3,Rarely,Rarely,VHS,Weekly,Weekly,882715,Monthly,Weekly,Cable,Me,0
32,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,2,Monthly,Rarely,DVD,Monthly,Monthly,882729,Monthly,Rarely,Cable,Me,0
33,"Master's Degree",Male,Rent,"Cable Modem",Married,1,2,1,1,1,Never,Rarely,DVD,Monthly,Monthly,882747,Rarely,Weekly,Cable,Me,0
36,"Master's Degree",Male,Own,Dial-Up,Married,2.5,3,1,1,2,Never,Rarely,VHS,Monthly,Monthly,882752,Rarely,Weekly,"Digital Satellite",Me,0
39,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,4,5,2,4,Never,Rarely,DVD,Monthly,Monthly,882756,Rarely,Never,"Analog antennae",Me,0
35,"Bachelor's Degree",Male,Own,DSL,Married,2,3,2,2,2,Never,Monthly,DVD,Rarely,Weekly,882763,Rarely,Weekly,Cable,Me,0
36,Doctorate,Male,Own,"Cable Modem",Married,2.5,3,2,2,1,Never,Monthly,DVD,Monthly,Monthly,882768,Rarely,Rarely,"Digital Satellite",Me,0
45,"Master's Degree",Male,Own,"Cable Modem",Married,3,4,3,2,2,Never,Rarely,DVD,Weekly,Weekly,882775,Rarely,Rarely,Cable,Spouse/Partner,0
52,Doctorate,Male,Own,Dial-Up,Married,4,4,2,2,4,Never,Rarely,DVD,Monthly,Monthly,882793,Rarely,Monthly,"Digital Satellite",Other,0
29,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,1,2,Never,Rarely,DVD,Rarely,Monthly,882796,Rarely,Monthly,Cable,Me,0
39,"Bachelor's Degree",Male,Own,DSL,Married,2,4,2,3,2,Never,Rarely,DVD,Weekly,Weekly,882801,Monthly,Weekly,Cable,Spouse/Partner,0
35,"Master's Degree",Male,Own,DSL,Separated,3,4,2,1,3,Monthly,Monthly,DVD,Monthly,Monthly,882837,Monthly,Daily,Cable,Me,0
28,"Some College",Male,Own,DSL,Married,2,3,2,3,2,Weekly,Weekly,DVD,Weekly,Weekly,882868,Rarely,Weekly,"Digital Satellite",Me,0
35,Doctorate,Female,Own,Dial-Up,Married,2.5,4,2,2,1,Rarely,Rarely,DVD,Weekly,Weekly,882869,Rarely,Rarely,Cable,Children,0
34,"Master's Degree",Male,Own,"Cable Modem",Married,3,4,2,2,2,Never,Monthly,DVD,Monthly,Weekly,882886,Monthly,Weekly,Cable,Me,0
34,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,4,2,1,4,Rarely,Monthly,DVD,Weekly,Weekly,882891,Monthly,Weekly,Cable,Me,0
30,"Bachelor's Degree",Female,Own,"Cable Modem",Married,2.5,4,2,1,2,Rarely,Rarely,"Video CD",Rarely,Rarely,882919,Rarely,Monthly,Cable,Spouse/Partner,0
41,Post-Doc,Male,Own,"Cable Modem",Married,2.5,4,2,2,3,Never,Rarely,DVD,Weekly,Weekly,882923,Monthly,Weekly,Cable,Me,0
36,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,4,2,4,2,Never,Rarely,DVD,Monthly,Monthly,882927,Monthly,Weekly,"Analog antennae",Children,0
25,"Some College",Male,Own,Other,Married,2.5,4,2,1,3,Never,Rarely,DVD,Rarely,Monthly,882934,Rarely,Rarely,"Digital Satellite",Me,0
46,"Master's Degree",Female,Own,DSL,Married,2.5,4,2,1,1,Never,Never,VHS,Rarely,Rarely,882938,Rarely,Monthly,Cable,Me,0
35,"Bachelor's Degree",Male,Own,IDSN,Married,2.5,4,2,3,3,Monthly,Never,DVD,Monthly,Monthly,882957,Monthly,Weekly,"Digital Satellite",Spouse/Partner,0
37,"Bachelor's Degree",Male,Own,DSL,Married,3,3,2,2,1,Never,Rarely,VHS,Weekly,Weekly,882973,Rarely,Monthly,Cable,Me,0
41,"Some College",Male,Own,DSL,Married,1.5,2,1,1,1,Never,Monthly,DVD,Rarely,Rarely,882975,Rarely,Never,"Don't watch TV",Children,0
35,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,3,1,2,5,Never,Monthly,DVD,Monthly,Weekly,882977,Rarely,Weekly,Cable,Me,0
34,"Bachelor's Degree",Male,Own,Dial-Up,Married,4,4,2,2,2,Never,Rarely,VHS,Monthly,Monthly,882987,Rarely,Rarely,Cable,Me,0
44,"Bachelor's Degree",Male,Rent,"No Internet Connection",Separated,1,2,1,1,1,Never,Rarely,VHS,Monthly,Weekly,882991,Monthly,Rarely,"Don't watch TV",Me,0
47,"Master's Degree",Male,Own,"Cable Modem",Married,4,3,5,2,4,Rarely,Monthly,DVD,Monthly,Weekly,882999,Monthly,Rarely,"Digital Satellite",Me,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,4,4,2,2,3,Rarely,Monthly,DVD,Monthly,Weekly,883011,Rarely,Never,"Digital Satellite",Me,0
46,"Bachelor's Degree",Male,Own,DSL,Married,3,4,2,3,2,Rarely,Monthly,DVD,Weekly,Weekly,883016,Monthly,Rarely,"Analog antennae",Me,0
47,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,2,Never,Rarely,DVD,Monthly,Monthly,883018,Rarely,Rarely,"Analog antennae",Spouse/Partner,0
35,"Master's Degree",Male,Own,"Cable Modem",Married,1,3,2,2,3,Never,Rarely,DVD,Monthly,Weekly,883021,Rarely,Weekly,Cable,Spouse/Partner,0
41,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,3,4,Never,Rarely,DVD,Monthly,Monthly,883028,Rarely,Weekly,Cable,Children,0
33,"Grade School",Male,Own,DSL,Married,3,3,1,1,4,Rarely,Rarely,DVD,Weekly,Weekly,883035,Monthly,Daily,Cable,Me,0
48,"Associate's Degree",Male,Own,"Cable Modem",Married,2.5,4,6,3,4,Never,Monthly,DVD,Weekly,Weekly,883062,Monthly,Weekly,"Digital Satellite",Me,0
49,"Bachelor's Degree",Male,Own,DSL,Married,3,3,2,2,4,Never,Monthly,DVD,Monthly,Monthly,883072,Rarely,Monthly,Cable,Children,0
40,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,4,2,3,2,Never,Monthly,DVD,Rarely,Weekly,883077,Monthly,Weekly,Cable,Spouse/Partner,0
36,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,3,2,2,4,Rarely,Weekly,DVD,Weekly,Weekly,883079,Monthly,Monthly,"Digital Satellite",Me,0
49,Doctorate,Male,Own,DSL,Married,2.5,2,2,5,3,Never,Monthly,DVD,Monthly,Weekly,883102,Monthly,Weekly,Cable,Me,0
33,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,1,2,Monthly,Monthly,DVD,Monthly,Weekly,883122,Rarely,Daily,Cable,Me,0
41,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,4,2,2,5,Never,Weekly,DVD,Never,Weekly,883169,Rarely,Rarely,Cable,Me,0
33,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,1,4,Weekly,Monthly,DVD,Monthly,Weekly,883364,Rarely,Rarely,"Digital Satellite",Other,0
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,2,Never,Rarely,DVD,Monthly,Weekly,883418,Monthly,Weekly,Cable,Me,0
54,"Master's Degree",Female,Own,DSL,Married,3.5,5,3,2,3,Monthly,Monthly,DVD,Never,Monthly,883424,Never,Monthly,"Analog antennae",Me,0
38,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,4,Rarely,Monthly,DVD,Monthly,Weekly,883432,Monthly,Daily,Cable,Spouse/Partner,0
34,"Associate's Degree",Female,Own,"Cable Modem",Married,2,5,2,3,5,Never,Weekly,DVD,Weekly,Weekly,883438,Monthly,Weekly,Cable,Spouse/Partner,0
44,"Some College",Male,Rent,"Cable Modem",Divorced,2,3,2,4,1,Never,Monthly,DVD,Weekly,Weekly,883441,Rarely,Rarely,"Don't watch TV",Me,0
37,"Master's Degree",Female,Own,"Cable Modem",Married,2.5,4,2,1,4,Rarely,Never,DVD,Weekly,Weekly,883444,Rarely,Weekly,"Digital Satellite",Me,0
37,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,3,2,Never,Rarely,DVD,Monthly,Monthly,883449,Monthly,Never,Cable,Spouse/Partner,0
39,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,3,2,2,4,Rarely,Monthly,DVD,Weekly,Weekly,883450,Monthly,Weekly,Cable,Me,0
31,"Bachelor's Degree",Female,Own,"Cable Modem",Married,3,5,2,1,5,Never,Rarely,DVD,Monthly,Weekly,883455,Rarely,Rarely,Cable,Me,0
40,"Master's Degree",Male,Own,"Cable Modem",Married,3,3,2,1,3,Never,Monthly,DVD,Monthly,Weekly,883463,Monthly,Weekly,Cable,Spouse/Partner,0
36,"Master's Degree",Male,Own,"Cable Modem",Married,3,4,2,4,3,Rarely,Rarely,DVD,Weekly,Weekly,883476,Rarely,Never,Cable,Me,0
37,"Master's Degree",Male,Rent,IDSN,Married,2,3,1,1,2,Weekly,Monthly,"Video CD",Weekly,Rarely,883483,Monthly,Never,"Analog antennae",Spouse/Partner,0
37,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,4,2,Rarely,Monthly,DVD,Rarely,Weekly,883486,Monthly,Monthly,Cable,Me,0
38,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1.5,3,2,1,2,Never,Rarely,DVD,Monthly,Monthly,883498,Rarely,Monthly,Cable,Me,0
41,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,3,3,Never,Rarely,VHS,Weekly,Weekly,883507,Rarely,Weekly,Cable,Me,0
38,"Bachelor's Degree",Male,Own,"Cable Modem",Divorced,3,4,2,2,3,Rarely,Monthly,DVD,Weekly,Weekly,883513,Monthly,Rarely,Cable,Me,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,4,3,2,4,Never,Monthly,DVD,Monthly,Monthly,883522,Monthly,Weekly,Cable,Spouse/Partner,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,4,3,Never,Monthly,DVD,Monthly,Monthly,883526,Rarely,Daily,Cable,Me,0
37,Doctorate,Male,Own,"Cable Modem",Married,2,4,2,2,1,Never,Rarely,DVD,Weekly,Weekly,883527,Monthly,Monthly,Cable,Me,0
34,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,4,2,2,3,Rarely,Rarely,VHS,Weekly,Weekly,883546,Rarely,Weekly,Cable,Me,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,3,5,2,2,3,Never,Rarely,DVD,Rarely,Weekly,883565,Rarely,Rarely,Cable,Me,0
36,"Some College",Male,Own,DSL,Married,3.5,4,2,3,3,Never,Rarely,DVD,Weekly,Weekly,883597,Monthly,Weekly,Cable,Spouse/Partner,0
31,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,3,2,1,1,Never,Rarely,VHS,Monthly,Weekly,883613,Rarely,Rarely,"Analog antennae",Me,0
29,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,3,5,Rarely,Monthly,DVD,Weekly,Daily,883619,Rarely,Weekly,"Digital Satellite",Me,0
37,"Bachelor's Degree",Male,Rent,DSL,Married,4.5,5,2,2,2,Never,Monthly,VHS,Monthly,Daily,883624,Monthly,Weekly,Cable,Spouse/Partner,0
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,5,2,2,3,Never,Monthly,DVD,Monthly,Monthly,883670,Rarely,Monthly,Cable,Me,0
34,"Master's Degree",Male,Own,"Cable Modem",Married,1.5,3,2,2,2,Never,Monthly,DVD,Weekly,Weekly,883716,Rarely,Monthly,Cable,Spouse/Partner,0
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,5,2,2,4,Monthly,Rarely,Other,Rarely,Monthly,883724,Rarely,Monthly,"Digital Satellite",Me,0
38,Post-Doc,Female,Own,DSL,Married,2.5,3,2,3,4,Never,Monthly,DVD,Never,Weekly,883739,Monthly,Monthly,Cable,Children,0
26,"Master's Degree",Female,Own,DSL,Married,2.5,3,1,1,1,Never,Rarely,DVD,Never,Weekly,883753,Monthly,Never,"Don't watch TV",Spouse/Partner,0
34,Doctorate,Female,Own,"Cable Modem",Married,3.5,4,2,1,4,Never,Monthly,DVD,Monthly,Weekly,883768,Rarely,Weekly,Cable,Spouse/Partner,0
38,"Bachelor's Degree",Female,Own,"Cable Modem",Married,2.5,4,5,2,4,Rarely,Rarely,DVD,Rarely,Monthly,883773,Rarely,Weekly,Cable,Spouse/Partner,0
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,4,3,3,3,Never,Rarely,DVD,Monthly,Monthly,883931,Rarely,Monthly,Cable,Me,0
