42,"Some College",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Rarely,Rarely,Rarely,Cable,879403,0
43,"Bachelor's Degree",Female,Own,Dial-Up,Divorced,2,Rarely,Rarely,VHS,Weekly,Monthly,Weekly,Cable,879453,0
45,"Master's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Weekly,Rarely,Rarely,Cable,879454,0
52,Doctorate,Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Monthly,Rarely,Monthly,"Digital Satellite",879478,0
46,"Master's Degree",Female,Own,DSL,Married,1,Never,Never,VHS,Rarely,Rarely,Monthly,Cable,879500,0
44,"Bachelor's Degree",Male,Rent,"No Internet Connection",Separated,1,Never,Rarely,VHS,Monthly,Monthly,Rarely,"Don't watch TV",879535,0
47,"Master's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Monthly,Monthly,Rarely,"Digital Satellite",879889,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Monthly,Rarely,Never,"Digital Satellite",881801,0
46,"Bachelor's Degree",Male,Own,DSL,Married,3,Rarely,Monthly,DVD,Weekly,Monthly,Rarely,"Analog antennae",882320,0
47,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Monthly,Rarely,Rarely,"Analog antennae",882324,0
48,"Associate's Degree",Male,Own,"Cable Modem",Married,3,Never,Monthly,DVD,Weekly,Monthly,Weekly,"Digital Satellite",882330,0
49,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Monthly,DVD,Monthly,Rarely,Monthly,Cable,882332,0
49,Doctorate,Male,Own,DSL,Married,5,Never,Monthly,DVD,Monthly,Monthly,Weekly,Cable,882341,0
54,"Master's Degree",Female,Own,DSL,Married,2,Monthly,Monthly,DVD,Never,Never,Monthly,"Analog antennae",882342,0
44,"Some College",Male,Rent,"Cable Modem",Divorced,4,Never,Monthly,DVD,Weekly,Rarely,Rarely,"Don't watch TV",882348,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Monthly,DVD,Monthly,Monthly,Weekly,Cable,882350,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,4,Never,Monthly,DVD,Monthly,Rarely,Daily,Cable,882356,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Rarely,Rarely,Rarely,Cable,882360,0
50,"Some College",Female,Own,DSL,Divorced,1,Weekly,Rarely,DVD,Monthly,Weekly,Weekly,"Digital Satellite",882364,0
44,"Master's Degree",Male,Own,DSL,Married,4,Never,Rarely,DVD,Weekly,Rarely,Monthly,Cable,882367,0
43,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,Never,Rarely,DVD,Rarely,Rarely,Rarely,Cable,882368,0
52,Post-Doc,Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Weekly,Monthly,Never,"Don't watch TV",882372,0
54,Doctorate,Male,Own,DSL,Married,2,Never,Monthly,DVD,Monthly,Rarely,Weekly,"Digital Satellite",882382,0
45,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Weekly,Rarely,Rarely,Cable,882383,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Weekly,Rarely,Monthly,Cable,882387,0
42,Doctorate,Male,Own,IDSN,Married,1,Never,Weekly,Laserdisk,Weekly,Weekly,Weekly,Cable,882391,0
43,"Master's Degree",Female,Rent,DSL,Married,2,Never,Monthly,DVD,Rarely,Rarely,Never,"Don't watch TV",882392,0
48,"Master's Degree",Male,Own,DSL,Married,3,Never,Rarely,DVD,Never,Weekly,Monthly,"Digital Satellite",882393,0
47,Doctorate,Male,Own,"Cable Modem",Married,2,Rarely,Rarely,DVD,Rarely,Rarely,Rarely,"Digital Satellite",882402,0
56,Doctorate,Male,Own,Dial-Up,Married,2,Never,Rarely,VHS,Never,Rarely,Monthly,"Analog antennae",882410,0
42,Post-Doc,Male,Own,"Cable Modem",Married,1,Never,Rarely,DVD,Monthly,Rarely,Never,"Don't watch TV",882415,0
44,Doctorate,Male,Own,DSL,Married,2,Never,Weekly,DVD,Rarely,Monthly,Weekly,Cable,882419,0
47,"Master's Degree",Male,Own,"Cable Modem",Married,2,Monthly,Weekly,DVD,Rarely,Monthly,Rarely,"Digital Satellite",882423,0
45,"Bachelor's Degree",Male,Own,DSL,Divorced,2,Never,Rarely,DVD,Monthly,Monthly,Monthly,Cable,882426,0
46,"Some College",Male,Own,"Cable Modem",Married,3,Never,Rarely,VHS,Weekly,Rarely,Monthly,Cable,882433,0
55,Doctorate,Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Monthly,Monthly,Weekly,Cable,882435,0
55,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,Never,Never,VHS,Weekly,Rarely,Daily,Cable,882439,0
50,"Master's Degree",Male,Rent,"Cable Modem",Married,2,Never,Monthly,DVD,Monthly,Rarely,Weekly,Cable,882442,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,3,Never,Monthly,DVD,Monthly,Rarely,Rarely,Cable,882459,0
44,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Rarely,Monthly,Rarely,Cable,882469,0
43,"Master's Degree",Female,Own,Dial-Up,Married,2,Never,Rarely,"Video CD",Rarely,Rarely,Daily,"Digital Satellite",882478,0
43,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Rarely,DVD,Rarely,Rarely,Never,Cable,882479,0
45,"Master's Degree",Male,Own,"Cable Modem",Married,4,Rarely,Rarely,DVD,Monthly,Rarely,Rarely,Cable,882483,0
45,"High School",Male,Rent,"Cable Modem",Married,1,Rarely,Monthly,DVD,Rarely,Rarely,Weekly,Cable,882497,0
46,Doctorate,Male,Rent,DSL,Married,2,Rarely,Rarely,VHS,Monthly,Rarely,Daily,Cable,882506,0
57,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Rarely,DVD,Weekly,Monthly,Weekly,Cable,882507,0
45,"Bachelor's Degree",Male,Own,DSL,Married,1,Never,Rarely,DVD,Daily,Rarely,Weekly,"Digital Satellite",882508,0
54,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,VHS,Monthly,Rarely,Weekly,"Digital Satellite",882512,0
42,"Master's Degree",Female,Own,DSL,Married,1,Never,Rarely,DVD,Monthly,Monthly,Weekly,Cable,882515,0
44,"Some College",Male,Rent,"Cable Modem",Married,2,Rarely,Monthly,DVD,Weekly,Rarely,Weekly,Cable,882518,0
45,"Some College",Female,Rent,Dial-Up,Other,2,Never,Monthly,DVD,Monthly,Monthly,Daily,"Analog antennae",882522,0
54,"Master's Degree",Male,Own,"Cable Modem",Married,1,Never,Weekly,DVD,Rarely,Monthly,Daily,Cable,882532,0
46,"Associate's Degree",Male,Rent,DSL,Married,4,Never,Rarely,DVD,Monthly,Rarely,Never,Cable,882543,0
42,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Rarely,DVD,Monthly,Rarely,Never,"Analog antennae",882545,0
43,"Bachelor's Degree",Male,Own,Other,Married,2,Never,Rarely,DVD,Monthly,Rarely,Weekly,Cable,882564,0
50,"Associate's Degree",Female,Own,DSL,Other,2,Weekly,Monthly,VHS,Monthly,Monthly,Rarely,Cable,882578,0
49,"Some College",Female,Own,"Cable Modem",Divorced,3,Rarely,Rarely,DVD,Monthly,Monthly,Never,"Don't watch TV",882583,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,4,Never,Weekly,DVD,Rarely,Monthly,Rarely,"Digital Satellite",882587,0
45,"Associate's Degree",Male,Own,DSL,Married,2,Rarely,Monthly,DVD,Weekly,Monthly,Rarely,"Digital Satellite",882591,0
42,"Grade School",Female,Rent,Dial-Up,Married,1,Never,Rarely,VHS,Monthly,Rarely,Monthly,Cable,882593,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Never,Rarely,DVD,Monthly,Monthly,Monthly,Cable,882599,0
51,"Bachelor's Degree",Male,Own,DSL,Married,3,Rarely,Monthly,DVD,Monthly,Rarely,Weekly,Cable,882602,0
45,"Master's Degree",Male,Own,DSL,Married,2,Never,Monthly,DVD,Weekly,Rarely,Monthly,Cable,882608,0
60,"Associate's Degree",Male,Own,Dial-Up,Married,2,Never,Monthly,DVD,Weekly,Monthly,Never,Cable,882609,0
45,"Bachelor's Degree",Male,Own,Dial-Up,Married,3,Never,Monthly,DVD,Rarely,Monthly,Weekly,Cable,882612,0
45,"Bachelor's Degree",Female,Own,DSL,Divorced,2,Never,Monthly,DVD,Weekly,Monthly,Daily,Cable,882616,0
48,"Master's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Rarely,DVD,Weekly,Rarely,Monthly,Cable,882626,0
54,Doctorate,Male,Own,DSL,Married,1,Never,Rarely,DVD,Monthly,Rarely,Never,"Analog antennae",882631,0
47,"Master's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Rarely,VHS,Weekly,Monthly,Weekly,Cable,882652,0
46,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,Rarely,Rarely,VHS,Weekly,Rarely,Weekly,Cable,882674,0
44,"Bachelor's Degree",Male,Rent,"No Internet Connection",Married,5,Rarely,Monthly,DVD,Monthly,Monthly,Never,Cable,882699,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,3,Never,Monthly,DVD,Monthly,Monthly,Rarely,Cable,882700,0
43,Doctorate,Male,Own,"Cable Modem",Married,3,Monthly,Rarely,DVD,Weekly,Monthly,Monthly,Cable,882705,0
42,"Bachelor's Degree",Male,Rent,DSL,Married,2,Monthly,Rarely,VHS,Weekly,Rarely,Daily,Cable,882715,0
44,"Some College",Male,Own,"Cable Modem",Married,1,Never,Monthly,DVD,Never,Rarely,Monthly,Cable,882729,0
48,"Bachelor's Degree",Male,Own,DSL,Married,2,Rarely,Monthly,DVD,Monthly,Rarely,Weekly,"Digital Satellite",882747,0
43,"Bachelor's Degree",Male,Own,Dial-Up,Married,1,Rarely,Rarely,VHS,Weekly,Rarely,Rarely,Cable,882752,0
55,Doctorate,Male,Own,Dial-Up,Married,1,Never,Rarely,DVD,Weekly,Rarely,Weekly,Cable,882756,0
47,"Master's Degree",Female,Own,Dial-Up,Married,2,Never,Monthly,DVD,Weekly,Rarely,Rarely,Cable,882763,0
57,Doctorate,Male,Own,"Cable Modem",Married,2,Never,Rarely,VHS,Rarely,Monthly,Weekly,Cable,882768,0
47,Doctorate,Male,Own,DSL,Married,3,Never,Monthly,DVD,Monthly,Weekly,Monthly,"Digital Satellite",882775,0
43,"Master's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Weekly,Monthly,Weekly,Cable,882793,0
47,"Master's Degree",Male,Own,Dial-Up,Married,3,Monthly,Rarely,DVD,Rarely,Rarely,Rarely,Cable,882796,0
51,"Master's Degree",Male,Rent,DSL,Married,2,Never,Never,DVD,Weekly,Rarely,Never,"Analog antennae",882801,0
44,"Bachelor's Degree",Female,Rent,DSL,Married,2,Rarely,Monthly,DVD,Weekly,Weekly,Weekly,Cable,882837,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Monthly,DVD,Weekly,Rarely,Rarely,"Don't watch TV",882868,0
47,"Master's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Weekly,Monthly,Never,"Analog antennae",882869,0
45,Doctorate,Male,Own,"Cable Modem",Married,4,Rarely,Monthly,DVD,Weekly,Weekly,Daily,Cable,882886,0
43,"Some College",Male,Own,DSL,Married,2,Never,Monthly,DVD,Weekly,Monthly,Never,Cable,882891,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Divorced,2,Never,Monthly,DVD,Weekly,Monthly,Weekly,Cable,882919,0
50,"Associate's Degree",Male,Own,Dial-Up,Married,3,Never,Rarely,DVD,Rarely,Rarely,Rarely,Cable,882923,0
42,"Bachelor's Degree",Male,Own,DSL,Divorced,2,Never,Monthly,DVD,Monthly,Monthly,Weekly,Cable,882927,0
48,Doctorate,Female,Own,"Cable Modem",Separated,1,Never,Rarely,DVD,Daily,Rarely,Rarely,Cable,882934,0
50,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Rarely,Monthly,DVD,Weekly,Weekly,Daily,Cable,882938,0
47,"Master's Degree",Female,Own,"Cable Modem",Married,1,Never,Rarely,DVD,Weekly,Monthly,Never,Cable,882957,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Rarely,Rarely,DVD,Monthly,Rarely,Weekly,"Digital Satellite",882973,0
43,"Master's Degree",Female,Own,DSL,Married,1,Never,Rarely,DVD,Rarely,Rarely,Never,Cable,882975,0
54,"Some College",Female,Own,"Cable Modem",Married,1,Rarely,Rarely,DVD,Monthly,Monthly,Rarely,Cable,882977,0
45,"Trade School",Male,Own,DSL,Married,1,Never,Monthly,DVD,Weekly,Monthly,Never,Cable,882987,0
54,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Rarely,DVD,Monthly,Rarely,Never,"Analog antennae",882991,0
49,"Bachelor's Degree",Female,Own,DSL,Married,1,Never,Never,VHS,Weekly,Rarely,Monthly,Cable,882999,0
43,Doctorate,Male,Own,DSL,Married,3,Never,Monthly,VHS,Rarely,Rarely,Rarely,Cable,883011,0
45,"Master's Degree",Male,Own,Dial-Up,Married,2,Never,Never,DVD,Rarely,Monthly,Never,"Analog antennae",883016,0
46,"Master's Degree",Female,Own,Dial-Up,Married,3,Monthly,Rarely,DVD,Weekly,Weekly,Rarely,"Digital Satellite",883018,0
52,"Master's Degree",Male,Own,DSL,Married,1,Never,Rarely,DVD,Rarely,Monthly,Rarely,Cable,883021,0
43,"Master's Degree",Male,Own,Dial-Up,Married,2,Never,Monthly,VHS,Weekly,Monthly,Never,"Don't watch TV",883028,0
48,"Master's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,VHS,Rarely,Rarely,Weekly,Cable,883035,0
49,"Master's Degree",Male,Own,Dial-Up,Married,1,Never,Rarely,DVD,Rarely,Rarely,Rarely,Cable,883062,0
50,"Bachelor's Degree",Male,Own,"Cable Modem",Married,4,Never,Rarely,VHS,Monthly,Rarely,Rarely,Cable,883072,0
51,"Master's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Weekly,Rarely,Weekly,Cable,883077,0
42,"Bachelor's Degree",Male,Own,IDSN,Married,3,Never,Rarely,DVD,Monthly,Rarely,Weekly,"Digital Satellite",883079,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Rarely,"Video CD",Rarely,Monthly,Daily,Cable,883102,0
50,"Bachelor's Degree",Female,Own,"Cable Modem",Divorced,1,Never,Monthly,DVD,Weekly,Monthly,Never,Cable,883122,0
42,"Bachelor's Degree",Male,Own,IDSN,Married,4,Monthly,Weekly,DVD,Never,Monthly,Daily,"Digital Satellite",883169,0
42,"Trade School",Male,Own,DSL,Married,2,Never,Monthly,DVD,Weekly,Monthly,Weekly,Cable,883364,0
42,"Master's Degree",Male,Own,DSL,Married,1,Never,Monthly,VHS,Monthly,Monthly,Rarely,Cable,883418,0
51,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Daily,Monthly,Weekly,Cable,883424,0
56,"Bachelor's Degree",Male,Rent,Dial-Up,Married,4,Never,Never,VHS,Rarely,Weekly,Never,"Don't watch TV",883432,0
44,"Master's Degree",Male,Own,"Cable Modem",Married,2,Rarely,Monthly,DVD,Rarely,Monthly,Monthly,Cable,883438,0
43,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Rarely,Weekly,DVD,Monthly,Weekly,Daily,Cable,883441,0
42,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Monthly,DVD,Weekly,Monthly,Weekly,Cable,883444,0
49,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Never,Rarely,DVD,Weekly,Monthly,Rarely,Cable,883449,0
57,"Bachelor's Degree",Female,Own,"Cable Modem",Married,2,Rarely,Rarely,DVD,Monthly,Rarely,Weekly,Cable,883450,0
42,"Some College",Male,Rent,DSL,Married,1,Monthly,Rarely,DVD,Monthly,Monthly,Weekly,Cable,883455,0
44,"Bachelor's Degree",Male,Rent,"Cable Modem",Married,4,Rarely,Never,VHS,Monthly,Rarely,Monthly,Cable,883463,0
42,"Some College",Male,Own,DSL,Married,3,Never,Monthly,DVD,Rarely,Monthly,Weekly,"Digital Satellite",883476,0
42,"Bachelor's Degree",Female,Own,Dial-Up,Married,2,Rarely,Never,VHS,Never,Rarely,Weekly,Cable,883483,0
46,"Bachelor's Degree",Female,Own,Dial-Up,Married,2,Never,Rarely,DVD,Monthly,Monthly,Weekly,Cable,883486,0
50,Doctorate,Female,Own,IDSN,Married,2,Monthly,Rarely,DVD,Rarely,Monthly,Weekly,Cable,883498,0
42,"Master's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Rarely,Monthly,Rarely,"Analog antennae",883507,0
44,"Bachelor's Degree",Female,Own,Dial-Up,Divorced,1,Never,Rarely,DVD,Weekly,Rarely,Never,"Don't watch TV",883513,0
45,"Associate's Degree",Female,Own,Dial-Up,Married,4,Monthly,Rarely,DVD,Monthly,Monthly,Rarely,"Digital Satellite",883522,0
42,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,Never,Rarely,DVD,Monthly,Rarely,Never,"Don't watch TV",883526,0
46,"Master's Degree",Male,Own,"Cable Modem",Married,1,Never,Monthly,DVD,Daily,Rarely,Rarely,Cable,883527,0
44,"Master's Degree",Female,Rent,DSL,Other,4,Never,Monthly,DVD,Monthly,Monthly,Daily,Cable,883546,0
44,"Master's Degree",Male,Own,Dial-Up,Married,3,Never,Monthly,VHS,Monthly,Monthly,Rarely,"Analog antennae",883565,0
47,"Master's Degree",Male,Own,Other,Married,2,Never,Monthly,DVD,Rarely,Monthly,Weekly,Cable,883597,0
46,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,Monthly,Rarely,DVD,Weekly,Rarely,Weekly,Cable,883613,0
44,"Bachelor's Degree",Female,Own,DSL,Married,3,Never,Rarely,DVD,Weekly,Rarely,Weekly,Cable,883619,0
42,"Bachelor's Degree",Female,Own,Other,Married,2,Never,Monthly,DVD,Monthly,Rarely,Never,Cable,883624,0
47,"Master's Degree",Male,Own,DSL,Married,2,Rarely,Rarely,DVD,Weekly,Monthly,Rarely,Cable,883670,0
48,"Master's Degree",Male,Own,Dial-Up,Married,2,Rarely,Rarely,DVD,Monthly,Monthly,Monthly,Cable,883716,0
47,"Bachelor's Degree",Female,Own,DSL,Other,2,Rarely,Monthly,DVD,Monthly,Monthly,Weekly,Cable,883724,0
49,Doctorate,Female,Own,DSL,Married,2,Never,Monthly,DVD,Monthly,Rarely,Weekly,Cable,883739,0
44,Doctorate,Female,Own,DSL,Married,2,Never,Weekly,DVD,Monthly,Monthly,Weekly,Cable,883753,0
48,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Rarely,DVD,Weekly,Rarely,Weekly,Cable,883768,0
50,"Bachelor's Degree",Female,Own,"Cable Modem",Married,3,Never,Rarely,VHS,Rarely,Rarely,Weekly,Cable,883773,0
48,"Bachelor's Degree",Male,Own,DSL,Separated,2,Never,Monthly,DVD,Monthly,Rarely,Rarely,"Analog antennae",883931,0
43,"Some College",Male,Own,DSL,Married,2,Rarely,Monthly,VHS,Monthly,Rarely,Monthly,Cable,883950,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Rarely,VHS,Rarely,Rarely,Weekly,Cable,883956,0
44,Doctorate,Male,Own,DSL,Married,3,Rarely,Monthly,DVD,Monthly,Weekly,Rarely,"Analog antennae",883979,0
47,"Bachelor's Degree",Male,Rent,Dial-Up,Divorced,2,Never,Rarely,DVD,Monthly,Monthly,Never,Cable,884001,0
45,"Some College",Male,Own,DSL,Divorced,2,Never,Weekly,DVD,Never,Weekly,Weekly,"Digital Satellite",884248,0
42,"Master's Degree",Male,Own,"Cable Modem",Married,3,Monthly,Rarely,DVD,Weekly,Monthly,Never,Cable,884303,0
45,"Associate's Degree",Male,Own,Dial-Up,Married,2,Rarely,Rarely,DVD,Weekly,Monthly,Weekly,Cable,884339,0
45,"Trade School",Male,Own,Dial-Up,Married,2,Never,Never,DVD,Monthly,Rarely,Never,Cable,884384,0
42,"Bachelor's Degree",Female,Own,Dial-Up,Other,1,Never,Never,VHS,Monthly,Monthly,Weekly,Cable,884596,0
48,"Bachelor's Degree",Male,Rent,Dial-Up,Married,4,Never,Monthly,DVD,Weekly,Monthly,Weekly,Cable,884624,0
44,"Master's Degree",Female,Own,"Cable Modem",Married,1,Never,Rarely,VHS,Weekly,Rarely,Rarely,Cable,884673,0
42,"Some College",Male,Rent,Dial-Up,Divorced,3,Rarely,Weekly,DVD,Never,Weekly,Weekly,"Digital Satellite",884717,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Rarely,Never,DVD,Monthly,Rarely,Never,"Digital Satellite",884766,0
42,"Master's Degree",Male,Own,"Cable Modem",Divorced,1,Never,Rarely,DVD,Monthly,Rarely,Never,"Don't watch TV",884804,0
56,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Weekly,Rarely,Never,Cable,884851,0
53,"Some College",Female,Rent,IDSN,Divorced,3,Rarely,Rarely,VHS,Weekly,Monthly,Monthly,Cable,884856,0
48,"Some College",Female,Own,Dial-Up,Married,3,Weekly,Never,"Video CD",Rarely,Rarely,Weekly,"Digital Satellite",884878,0
47,"Master's Degree",Female,Own,Other,Married,1,Never,Rarely,DVD,Weekly,Monthly,Rarely,Cable,884879,0
43,"Bachelor's Degree",Female,Own,Dial-Up,Married,2,Rarely,Monthly,DVD,Weekly,Monthly,Rarely,Cable,884881,0
49,"Some College",Female,Rent,DSL,Married,2,Rarely,Rarely,VHS,Weekly,Monthly,Weekly,Cable,884909,0
42,"Trade School",Male,Own,DSL,Married,3,Rarely,Rarely,DVD,Monthly,Monthly,Weekly,"Digital Satellite",884913,"Blues Brothers",884913,0
42,"Some College",Male,Own,DSL,Married,4,Monthly,Rarely,DVD,Monthly,Monthly,Daily,Cable,884916,0
48,"Bachelor's Degree",Male,Own,Other,Married,2,Rarely,Rarely,DVD,Weekly,Never,Weekly,Cable,884939,0
55,"Bachelor's Degree",Male,Own,DSL,Married,3,Never,Monthly,DVD,Weekly,Rarely,Rarely,Cable,884945,"Godfather, The",884945,"Being John Malkovich",884945,0
44,"Master's Degree",Male,Own,"Cable Modem",Married,2,Monthly,Rarely,DVD,Monthly,Weekly,Weekly,"Digital Satellite",884947,0
45,"Some College",Male,Own,"Cable Modem",Married,4,Never,Monthly,DVD,Monthly,Monthly,Daily,"Analog antennae",884948,0
52,Doctorate,Female,Own,Dial-Up,Married,2,Never,Rarely,DVD,Rarely,Weekly,Never,Cable,884961,0
43,"Bachelor's Degree",Male,Own,DSL,Married,2,Never,Rarely,VHS,Weekly,Monthly,Never,Cable,884971,"Forrest Gump",884971,"Grumpy Old Men",884971,"Star Wars Episode II: Attack of the Clones",884971,Caddyshack,884971,"Remember the Titans",884971,0
50,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,Never,Monthly,DVD,Weekly,Monthly,Rarely,Cable,884979,0
50,"Master's Degree",Male,Rent,DSL,Divorced,2,Never,Rarely,VHS,Rarely,Monthly,Rarely,Cable,884980,"Star Wars",884980,0
48,"Some College",Female,Own,DSL,Married,2,Never,Rarely,DVD,Weekly,Weekly,Daily,Cable,884987,"Bull Durham",884987,0
50,"Master's Degree",Male,Own,IDSN,Married,3,Never,Monthly,VHS,Monthly,Monthly,Weekly,Cable,884988,"Grosse Pointe Blank",884988,"Forbidden Planet",884988,0
44,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Never,Monthly,DVD,Rarely,Rarely,Weekly,Cable,884989,0
42,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Never,Rarely,DVD,Weekly,Rarely,Rarely,Cable,885004,0
56,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,Never,Monthly,DVD,Monthly,Rarely,Rarely,Cable,885008,0
47,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,Rarely,Never,VHS,Monthly,Monthly,Rarely,Cable,885032,Alien,885032,Dune,885032,0
52,"Associate's Degree",Male,Own,DSL,Married,1,Rarely,Rarely,DVD,Weekly,Monthly,Weekly,Cable,885041,"The Natural",885041,"The Usual Suspects",885041,"Apollo 13",885041,"Pulp Fiction",885041,"Apocalypse Now Redux",885041,"Crouching Tiger, Hidden Dragon",885041,Casablanca,885041,0
47,"Bachelor's Degree",Female,Own,DSL,Married,2,Never,Monthly,DVD,Weekly,Rarely,Rarely,Cable,885047,GoldenEye,885047,0
43,"Bachelor's Degree",Female,Own,Dial-Up,Married,2,Never,Never,DVD,Rarely,Weekly,Never,Cable,885052,Braveheart,885052,Highlander,885052,0
43,"Bachelor's Degree",Male,Own,Dial-Up,Married,2,Rarely,Monthly,DVD,Weekly,Rarely,Weekly,Cable,885056,0
48,Doctorate,Male,Own,DSL,Married,2,Weekly,Rarely,DVD,Monthly,Monthly,Monthly,"Digital Satellite",885063,0
49,"Master's Degree",Male,Own,"Cable Modem",Married,1,Weekly,Rarely,DVD,Weekly,Monthly,Monthly,Cable,885085,"Bridge on the River Kwai, The",885085,0
44,"Master's Degree",Male,Own,Dial-Up,Married,3,Never,Monthly,DVD,Rarely,Monthly,Weekly,Cable,885086,0
