39,"Master's Degree",Female,Own,"Cable Modem",Married,2.5,3,2,1,1,Never,Rarely,VHS,Monthly,Weekly,916069,Rarely,Weekly,Cable,Spouse/Partner,4
38,"Master's Degree",Male,Own,DSL,Married,2,3,2,1,3,Monthly,Rarely,DVD,Rarely,Monthly,916091,Rarely,Weekly,"Digital Satellite",Spouse/Partner,4
39,"Bachelor's Degree",Male,Own,Other,Married,4,6,3,4,5,Weekly,Monthly,DVD,Monthly,Weekly,916133,Monthly,Daily,"Digital Satellite",Me,4
43,"Bachelor's Degree",Female,Own,Dial-Up,Married,4,5,3,3,4,Rarely,Monthly,DVD,Monthly,Weekly,916139,Monthly,Daily,"Digital Satellite",Me,4
33,"Master's Degree",Male,Own,"Cable Modem",Separated,2.5,4,2,2,3,Rarely,Rarely,DVD,Weekly,Weekly,900024,Monthly,Weekly,Cable,Spouse/Partner,5
40,"Master's Degree",Female,Own,Dial-Up,Married,3,4,3,3,1,Rarely,Monthly,DVD,Monthly,Weekly,900062,Rarely,Weekly,"Digital Satellite",Spouse/Partner,5
30,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,1,1,2,Rarely,Rarely,VHS,Rarely,Monthly,900094,Rarely,Monthly,Cable,Spouse/Partner,5
39,"Bachelor's Degree",Male,Own,DSL,Married,2,2,2,2,2,Never,Rarely,DVD,Weekly,Weekly,887939,Rarely,Weekly,"Analog antennae",Me,6
42,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,3,2,Never,Monthly,DVD,Monthly,Weekly,887945,Rarely,Rarely,Cable,Me,6
39,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,3,2,4,Monthly,Rarely,DVD,Rarely,Weekly,887946,Monthly,Daily,"Digital Satellite",Me,6
44,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,2,1,Never,Rarely,DVD,Rarely,Weekly,887952,Monthly,Rarely,Cable,Other,6
32,"Bachelor's Degree",Male,Own,"Cable Modem",Married,5,4,2,2,4,Never,Monthly,DVD,Weekly,Weekly,887954,Rarely,Monthly,Cable,Me,6
43,"Master's Degree",Female,Own,Dial-Up,Married,2.5,3,3,2,2,Never,Rarely,"Video CD",Rarely,Monthly,887957,Rarely,Daily,"Digital Satellite",Me,6
38,"Master's Degree",Male,Own,IDSN,Married,3,6,2,3,3,Never,Monthly,DVD,Monthly,Weekly,925654,Monthly,Never,"Analog Satellite",Me,7
43,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,2,Monthly,Monthly,VHS,Monthly,Weekly,912529,Monthly,Monthly,Cable,Me,8
38,"Some College",Male,Rent,"Cable Modem",Married,1.5,4,2,1,3,Monthly,Rarely,DVD,Monthly,Monthly,912535,Monthly,Monthly,"Digital Satellite",Me,8
31,"Some College",Male,Own,DSL,Married,2,4,2,1,1,Never,Rarely,DVD,Weekly,Weekly,912548,Monthly,Monthly,Cable,Spouse/Partner,8
40,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,1,Never,Rarely,DVD,Weekly,Weekly,912560,Monthly,Never,"Analog antennae",Spouse/Partner,8
34,"Bachelor's Degree",Male,Own,Other,Married,3,4,3,2,2,Never,Never,DVD,Monthly,Weekly,912575,Rarely,Never,Cable,Other,8
38,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,2,2,Rarely,Never,DVD,Weekly,Weekly,912576,Monthly,Daily,Cable,Me,8
42,"Some College",Male,Own,DSL,Married,2.5,2,2,4,3,Monthly,Rarely,DVD,Monthly,Monthly,904469,Monthly,Daily,Cable,Spouse/Partner,9
30,"Some College",Male,Own,"Cable Modem",Married,2.5,4,2,3,3,Never,Monthly,DVD,Monthly,Daily,904502,Rarely,Rarely,"Analog antennae",Me,9
33,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,2,4,Never,Weekly,DVD,Rarely,Weekly,904527,Monthly,Rarely,"Digital Satellite",Me,9
36,"Bachelor's Degree",Male,Own,DSL,Married,2,5,2,2,1,Never,Rarely,VHS,Rarely,Rarely,904531,Rarely,Never,"Analog antennae",Me,9
48,"Bachelor's Degree",Male,Own,Other,Married,3,3,2,2,3,Rarely,Rarely,DVD,Weekly,Weekly,904533,Never,Weekly,Cable,Spouse/Partner,9
28,"Bachelor's Degree",Male,Own,DSL,Married,3,4,3,1,4,Rarely,Weekly,DVD,Rarely,Weekly,912983,Monthly,Rarely,Cable,Me,10
40,"Associate's Degree",Male,Own,DSL,Married,2,3,1,2,2,Never,Weekly,DVD,Monthly,Weekly,913008,Monthly,Never,"Don't watch TV",Me,10
48,"Some College",Female,Own,Dial-Up,Divorced,3,5,2,1,5,Monthly,Monthly,DVD,Never,Monthly,913014,Rarely,Weekly,"Digital Satellite",Me,10
30,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,1,2,Monthly,Rarely,DVD,Weekly,Weekly,913020,Monthly,Monthly,Cable,Me,10
35,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,4,2,2,1,Never,Rarely,DVD,Weekly,Weekly,913021,Monthly,Weekly,"Analog antennae",Spouse/Partner,10
32,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,1,1,Weekly,Monthly,DVD,Never,Monthly,913037,Rarely,Rarely,"Digital Satellite",Me,10
44,"Master's Degree",Male,Own,DSL,Married,4,4,2,3,3,Never,Monthly,DVD,Monthly,Weekly,913040,Weekly,Monthly,Cable,Me,10
38,"Master's Degree",Male,Own,IDSN,Married,3,4,2,2,2,Never,Rarely,DVD,Monthly,Monthly,913047,Rarely,Rarely,Cable,Spouse/Partner,10
32,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,1,1,3,Never,Rarely,DVD,Weekly,Weekly,913058,Monthly,Never,Cable,Me,10
47,"Master's Degree",Female,Own,Dial-Up,Married,4.5,5,3,2,3,Never,Monthly,DVD,Weekly,Weekly,889390,Rarely,Rarely,Cable,Spouse/Partner,11
57,Doctorate,Male,Own,"Cable Modem",Married,2,2,2,2,4,Never,Rarely,VHS,Rarely,Rarely,889417,Monthly,Weekly,Cable,Me,11
36,"Master's Degree",Male,Rent,"Cable Modem",Married,2.5,4,2,1,3,Weekly,Rarely,DVD,Weekly,Weekly,918155,Weekly,Daily,Cable,Me,12
37,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,2,3,Monthly,Weekly,DVD,Monthly,Weekly,918157,Rarely,Weekly,Cable,Spouse/Partner,12
29,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,4,2,2,3,Rarely,Monthly,DVD,Weekly,Daily,918161,Rarely,Weekly,Cable,Children,12
29,"Associate's Degree",Male,Own,DSL,Married,2.5,4,2,3,4,Never,Rarely,DVD,Monthly,Weekly,888698,Monthly,Weekly,Cable,Me,13
49,"Some College",Female,Own,"Cable Modem",Divorced,1.5,4,1,3,3,Rarely,Rarely,DVD,Monthly,Monthly,888710,Monthly,Never,"Don't watch TV",Children,13
39,"Master's Degree",Female,Own,DSL,Married,2.5,4,3,1,4,Weekly,Monthly,DVD,Rarely,Weekly,888712,Monthly,Weekly,"Digital Satellite",Me,13
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,3,2,1,3,Rarely,Monthly,DVD,Rarely,Weekly,888713,Rarely,Weekly,Cable,Other,13
35,"Some College",Male,Own,"Cable Modem",Married,1,3,2,2,2,Never,Monthly,DVD,Weekly,Weekly,888723,Rarely,Never,Cable,Spouse/Partner,13
33,"Master's Degree",Male,Rent,DSL,Married,1.5,2,1,2,2,Never,Rarely,DVD,Daily,Daily,888731,Rarely,Monthly,Cable,Me,13
42,"Master's Degree",Male,Own,"Cable Modem",Married,3,4,2,4,4,Never,Weekly,DVD,Rarely,Weekly,888734,Monthly,Rarely,"Digital Satellite",Children,13
27,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,1,2,2,Rarely,Rarely,DVD,Weekly,Weekly,888736,Rarely,Daily,Cable,Me,13
33,"Associate's Degree",Male,Own,Dial-Up,Married,2.5,4,2,1,2,Never,Rarely,DVD,Weekly,Weekly,888738,Rarely,Rarely,Cable,Spouse/Partner,13
44,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2,3,2,1,2,Never,Monthly,DVD,Rarely,Monthly,906061,Rarely,Weekly,Cable,Spouse/Partner,14
25,"Bachelor's Degree",Male,Own,Dial-Up,Married,3,4,2,1,2,Never,Never,DVD,Never,Monthly,906073,Rarely,Monthly,"Digital Satellite",Spouse/Partner,14
35,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,2,1,Never,Never,DVD,Monthly,Weekly,906090,Monthly,Daily,Cable,Me,14
39,"Bachelor's Degree",Male,Own,Dial-Up,Married,4,5,2,3,2,Never,Rarely,DVD,Weekly,Weekly,906101,Rarely,Weekly,Cable,Me,14
39,"Associate's Degree",Male,Own,Dial-Up,Married,2.5,4,2,1,1,Never,Rarely,DVD,Weekly,Weekly,906104,Rarely,Monthly,"Digital Satellite",Other,14
37,"Some College",Male,Own,DSL,Married,3,4,5,4,5,Monthly,Monthly,DVD,Rarely,Weekly,906110,Monthly,Weekly,"Digital Satellite",Me,14
40,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3.5,4,2,1,3,Monthly,Monthly,DVD,Rarely,Weekly,892649,Rarely,Daily,"Digital Satellite",Me,15
23,"Some College",Male,Own,"Cable Modem",Married,2,2,4,2,2,Never,Never,DVD,Rarely,Monthly,892657,Rarely,Never,"Don't watch TV",Children,15
41,"Bachelor's Degree",Male,Own,DSL,Married,2,4,2,1,5,Never,Monthly,DVD,Monthly,Weekly,892669,Monthly,Weekly,Cable,Spouse/Partner,15
31,"Master's Degree",Male,Own,DSL,Married,4,5,1,2,2,Never,Rarely,DVD,Monthly,Monthly,892671,Monthly,Monthly,Cable,Me,15
36,"Bachelor's Degree",Male,Own,DSL,Married,1,1,2,2,1,Never,Rarely,DVD,Weekly,Weekly,892702,Rarely,Never,"Analog antennae",Me,15
34,"Bachelor's Degree",Male,Own,"Cable Modem",Divorced,2,3,4,1,4,Never,Monthly,DVD,Rarely,Weekly,892734,Monthly,Weekly,"Digital Satellite",Me,15
43,"Some College",Male,Own,DSL,Married,2.5,4,2,2,3,Rarely,Monthly,VHS,Monthly,Monthly,892737,Rarely,Monthly,Cable,Me,15
34,"Some College",Male,Rent,Dial-Up,Married,1,3,1,3,1,Never,Monthly,DVD,Never,Monthly,892741,Rarely,Weekly,"Digital Satellite",Me,15
36,"Bachelor's Degree",Male,Rent,"Cable Modem",Married,2.5,4,2,3,3,Never,Monthly,DVD,Weekly,Weekly,889853,Rarely,Daily,Cable,Me,16
34,"Bachelor's Degree",Male,Rent,DSL,Married,1.5,3,2,1,1,Never,Monthly,DVD,Monthly,Weekly,889861,Monthly,Never,Cable,Me,16
43,"Bachelor's Degree",Male,Own,DSL,Married,5,5,2,2,3,Rarely,Rarely,DVD,Monthly,Monthly,889869,Rarely,Weekly,"Digital Satellite",Me,16
40,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,5,2,2,3,Never,Rarely,DVD,Weekly,Weekly,889872,Rarely,Daily,"Digital Satellite",Me,16
35,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,1,2,3,1,Rarely,Rarely,DVD,Weekly,Weekly,909068,Monthly,Weekly,"Digital Satellite",Me,17
47,Doctorate,Male,Own,"Cable Modem",Married,2.5,3,2,2,1,Never,Rarely,VHS,Monthly,Weekly,909102,Rarely,Never,Cable,Children,17
42,Post-Doc,Male,Own,"Cable Modem",Married,2,3,2,1,2,Never,Rarely,DVD,Monthly,Monthly,885544,Rarely,Never,"Don't watch TV",Other,18
38,"Master's Degree",Female,Rent,Dial-Up,Divorced,2.5,3,2,1,2,Never,Rarely,VHS,Monthly,Monthly,885582,Rarely,Weekly,Cable,Me,18
30,"Bachelor's Degree",Female,Own,DSL,Married,2.5,4,3,1,3,Never,Weekly,DVD,Never,Weekly,885638,Rarely,Monthly,Cable,Spouse/Partner,18
44,Doctorate,Male,Own,DSL,Married,4,4,3,2,3,Never,Weekly,DVD,Rarely,Weekly,885715,Monthly,Weekly,Cable,Other,18
33,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,2,4,Never,Monthly,DVD,Monthly,Weekly,879535,Monthly,Weekly,"Digital Satellite",Me,19
48,"Master's Degree",Male,Own,Dial-Up,Married,2.5,4,2,2,2,Never,Rarely,VHS,Weekly,Weekly,879500,Monthly,Rarely,"Digital Satellite",Me,19
32,"Bachelor's Degree",Male,Own,DSL,Married,4,4,2,1,2,Monthly,Rarely,DVD,Monthly,Monthly,895646,Monthly,Weekly,"Digital Satellite",Spouse/Partner,20
47,"Master's Degree",Female,Own,Other,Married,3.5,4,3,1,3,Never,Rarely,DVD,Weekly,Weekly,904143,Monthly,Rarely,Cable,Me,21
35,"Bachelor's Degree",Female,Rent,Dial-Up,Married,2,2,2,2,4,Never,Monthly,DVD,Weekly,Weekly,904153,Rarely,Rarely,Cable,Spouse/Partner,21
37,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1,3,2,2,1,Never,Rarely,DVD,Weekly,Weekly,885063,Monthly,Never,Cable,Me,22
37,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,3,1,3,Never,Monthly,DVD,Weekly,Weekly,885085,Weekly,Rarely,Cable,Spouse/Partner,22
41,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,4,1,3,Never,Weekly,DVD,Weekly,Daily,885086,Monthly,Never,"Analog antennae",Spouse/Partner,22
38,"Some College",Male,Own,"Cable Modem",Married,2.5,4,2,2,3,Rarely,Rarely,DVD,Weekly,Weekly,912761,Monthly,Monthly,Cable,Spouse/Partner,23
31,"High School",Male,Own,"Cable Modem",Married,3,4,2,2,3,Never,Monthly,DVD,Monthly,Weekly,912762,Monthly,Monthly,Cable,Me,23
34,"Master's Degree",Male,Rent,Dial-Up,Married,2,2,1,1,1,Weekly,Monthly,DVD,Weekly,Weekly,912763,Monthly,Daily,Cable,Me,23
34,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,1,2,Monthly,Monthly,DVD,Weekly,Weekly,912767,Monthly,Daily,"Digital Satellite",Me,23
45,"Master's Degree",Male,Own,DSL,Married,2.5,5,3,2,2,Never,Never,DVD,Monthly,Monthly,912812,Rarely,Weekly,Cable,Me,23
45,"Trade School",Male,Own,Dial-Up,Married,3,3,1,2,2,Never,Never,DVD,Monthly,Monthly,903583,Rarely,Never,Cable,Other,24
35,"Some College",Female,Own,DSL,Divorced,1,2,1,1,2,Never,Rarely,DVD,Weekly,Weekly,903585,Rarely,Rarely,Cable,Me,24
34,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,3,3,Rarely,Weekly,DVD,Monthly,Weekly,903597,Monthly,Daily,Cable,Spouse/Partner,24
27,"Some College",Male,Own,Dial-Up,Married,2,4,2,2,3,Rarely,Monthly,DVD,Monthly,Weekly,903600,Rarely,Weekly,"Digital Satellite",Me,24
42,"Bachelor's Degree",Female,Own,Dial-Up,Other,2,3,1,1,1,Never,Never,VHS,Monthly,Monthly,903604,Monthly,Weekly,Cable,Me,24
28,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,1,4,Rarely,Monthly,DVD,Monthly,Monthly,903609,Monthly,Rarely,Cable,Me,24
48,"Bachelor's Degree",Male,Rent,Dial-Up,Married,2,4,4,4,2,Never,Monthly,DVD,Weekly,Weekly,903616,Monthly,Weekly,Cable,Me,24
31,"Some College",Male,Rent,"Cable Modem",Married,1,3,1,4,3,Never,Monthly,DVD,Weekly,Daily,903629,Rarely,Daily,Cable,Spouse/Partner,24
36,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,3,Rarely,Rarely,DVD,Monthly,Monthly,903636,Rarely,Weekly,Cable,Spouse/Partner,24
25,"High School",Male,Own,DSL,Other,3,4,2,1,4,Never,Weekly,DVD,Never,Weekly,903646,Monthly,Rarely,Cable,Spouse/Partner,24
31,"Some College",Male,Rent,"Cable Modem",Married,2,2,1,1,1,Never,Rarely,DVD,Weekly,Weekly,903652,Rarely,Monthly,Cable,Me,24
35,"Bachelor's Degree",Male,Own,DSL,Married,4,4,2,1,2,Rarely,Rarely,DVD,Monthly,Monthly,908084,Monthly,Monthly,"Digital Satellite",Me,25
57,"Bachelor's Degree",Male,Own,DSL,Married,2,3,2,3,4,Never,Rarely,DVD,Weekly,Weekly,888057,Monthly,Weekly,Cable,Other,26
37,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,2,1,5,Rarely,Monthly,DVD,Rarely,Monthly,888060,Rarely,Weekly,Cable,Spouse/Partner,26
45,"Bachelor's Degree",Male,Own,DSL,Married,2,3,2,1,3,Never,Rarely,DVD,Daily,Daily,888069,Rarely,Weekly,"Digital Satellite",Me,26
27,"Bachelor's Degree",Male,Own,Dial-Up,Married,1,3,1,2,1,Never,Rarely,DVD,Weekly,Weekly,888071,Monthly,Rarely,"Analog antennae",Me,26
33,"Master's Degree",Female,Own,DSL,Married,2.5,4,3,2,2,Rarely,Rarely,DVD,Weekly,Weekly,888049,Monthly,Weekly,"Digital Satellite",Me,26
33,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,1,Never,Monthly,DVD,Monthly,Monthly,888061,Monthly,Weekly,Cable,Spouse/Partner,26
29,"Bachelor's Degree",Male,Rent,"Cable Modem",Married,2,3,1,2,2,Rarely,Monthly,DVD,Weekly,Weekly,888064,Rarely,Weekly,Cable,Me,26
35,"Master's Degree",Male,Own,"Cable Modem",Married,2.5,3,2,2,2,Rarely,Rarely,DVD,Rarely,Rarely,889575,Monthly,Weekly,"Digital Satellite",Me,27
35,"Bachelor's Degree",Female,Own,IDSN,Married,2.5,4,2,1,6,Never,Rarely,VHS,Monthly,Monthly,889576,Monthly,Daily,Cable,Spouse/Partner,27
38,"Master's Degree",Male,Own,DSL,"Never Married",2.5,4,2,1,1,Monthly,Monthly,DVD,Monthly,Weekly,889578,Never,Monthly,Cable,Spouse/Partner,27
29,"Bachelor's Degree",Male,Own,DSL,Married,3,4,2,1,3,Never,Monthly,DVD,Rarely,Monthly,889584,Rarely,Weekly,Cable,Me,27
39,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,2,3,Monthly,Monthly,VHS,Weekly,Weekly,889585,Rarely,Rarely,Cable,Spouse/Partner,27
45,Doctorate,Male,Own,"Cable Modem",Married,3.5,5,3,4,6,Rarely,Monthly,DVD,Weekly,Daily,889589,Weekly,Daily,Cable,Children,27
31,"Master's Degree",Male,Own,Dial-Up,Married,3,4,2,1,4,Rarely,Rarely,DVD,Monthly,Monthly,889592,Rarely,Monthly,Cable,Me,27
41,"Grade School",Male,Own,"Cable Modem",Married,4,4,2,1,2,Rarely,Rarely,DVD,Weekly,Weekly,889598,Rarely,Rarely,Cable,Me,27
43,"Some College",Male,Own,DSL,Married,1,3,2,2,2,Never,Monthly,DVD,Weekly,Weekly,889603,Monthly,Never,Cable,Spouse/Partner,27
42,"Bachelor's Degree",Male,Own,"Cable Modem",Divorced,2,4,2,2,2,Never,Monthly,DVD,Weekly,Weekly,889611,Monthly,Weekly,Cable,Me,27
30,"Master's Degree",Female,Own,"Cable Modem",Married,2.5,4,2,1,3,Never,Rarely,DVD,Rarely,Rarely,889613,Rarely,Weekly,Cable,Me,27
38,"Master's Degree",Male,Own,Other,Divorced,3,4,5,2,1,Rarely,Weekly,DVD,Monthly,Weekly,889620,Monthly,Rarely,Cable,Children,27
38,"Master's Degree",Male,Own,"Cable Modem",Married,3,4,2,2,5,Monthly,Rarely,DVD,Weekly,Weekly,889643,Rarely,Daily,"Digital Satellite",Me,27
31,"Bachelor's Degree",Male,Own,"Cable Modem",Married,1.5,2,2,1,2,Never,Rarely,VHS,Monthly,Monthly,882415,Rarely,Rarely,"Analog antennae",Spouse/Partner,28
30,"Master's Degree",Female,Own,DSL,Married,2.5,3,2,1,1,Never,Never,DVD,Monthly,Monthly,882419,Rarely,Monthly,Cable,Spouse/Partner,28
40,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,3,4,2,2,Monthly,Monthly,DVD,Rarely,Monthly,882423,Rarely,Monthly,"Digital Satellite",Me,28
33,"Master's Degree",Male,Own,Dial-Up,Married,2.5,2,1,2,1,Rarely,Rarely,DVD,Rarely,Weekly,882426,Rarely,Daily,Cable,Me,28
40,"Master's Degree",Male,Own,"Cable Modem",Married,4.5,6,3,2,3,Rarely,Monthly,DVD,Monthly,Weekly,882433,Monthly,Monthly,"Digital Satellite",Spouse/Partner,28
39,Post-Doc,Male,Own,"Cable Modem",Married,3,5,2,2,1,Never,Monthly,DVD,Weekly,Weekly,882435,Monthly,Never,"Don't watch TV",Me,28
38,"Bachelor's Degree",Female,Rent,"Cable Modem",Married,2,3,5,1,4,Rarely,Rarely,VHS,Monthly,Monthly,882439,Rarely,Monthly,Cable,Me,28
30,Doctorate,Male,Own,"Cable Modem",Married,3,4,2,1,1,Never,Never,DVD,Weekly,Weekly,882442,Rarely,Never,Cable,Me,28
41,"Master's Degree",Male,Own,DSL,Married,2.5,4,1,2,2,Never,Weekly,VHS,Weekly,Weekly,894603,Weekly,Never,Cable,Children,29
37,"Bachelor's Degree",Male,Own,"Cable Modem",Married,2.5,4,2,1,5,Never,Rarely,DVD,Monthly,Monthly,915129,Monthly,Monthly,Cable,Spouse/Partner,30
40,"Some College",Male,Own,"Cable Modem",Married,1.5,5,1,2,3,Weekly,Monthly,DVD,Weekly,Weekly,915141,Monthly,Daily,"Digital Satellite",Spouse/Partner,30
30,"Master's Degree",Male,Rent,"Cable Modem",Married,1,2,1,2,1,Rarely,Rarely,DVD,Weekly,Weekly,915150,Rarely,Daily,Cable,Me,30
39,"Bachelor's Degree",Male,Own,DSL,Married,2.5,4,3,2,3,Rarely,Rarely,DVD,Weekly,Weekly,915175,Rarely,Rarely,Cable,Me,30
44,"Master's Degree",Male,Own,DSL,Married,2.5,5,2,6,3,Monthly,Rarely,DVD,Monthly,Monthly,912400,Rarely,Monthly,"Digital Satellite",Spouse/Partner,31
42,"Bachelor's Degree",Male,Own,Dial-Up,Married,2.5,3,2,1,2,Never,Never,VHS,Monthly,Monthly,912402,Weekly,Never,Cable,Me,31
31,"Some College",Male,Own,"Cable Modem",Married,2,3,2,2,2,Monthly,Rarely,DVD,Monthly,Weekly,912408,Monthly,Weekly,"Digital Satellite",Me,31
35,"Master's Degree",Male,Own,"Cable Modem",Married,3.5,4,2,2,1,Never,Rarely,VHS,Monthly,Monthly,912412,Rarely,Weekly,Cable,Me,31
29,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,1,2,Rarely,Weekly,DVD,Monthly,Weekly,912413,Monthly,Monthly,"Digital Satellite",Me,31
33,"Some College",Male,Rent,"Cable Modem",Married,2,3,2,2,4,Rarely,Rarely,DVD,Weekly,Weekly,912438,Rarely,Weekly,Cable,Me,31
41,"Some College",Female,Own,Dial-Up,Divorced,2.5,3,1,1,4,Never,Never,DVD,Weekly,Monthly,912448,Monthly,Weekly,Cable,Me,31
36,"Master's Degree",Male,Own,"Cable Modem",Married,3.5,4,3,2,5,Monthly,Rarely,DVD,Rarely,Rarely,912451,Rarely,Never,"Digital Satellite",Children,31
37,"Bachelor's Degree",Male,Own,"Cable Modem",Married,3,4,2,3,3,Never,Rarely,DVD,Weekly,Weekly,890317,Rarely,Monthly,Cable,Me,32
25,"Bachelor's Degree",Male,Own,DSL,Married,1,3,3,1,1,Rarely,Rarely,DVD,Monthly,Weekly,890323,Rarely,Monthly,"Digital Satellite",Me,32
37,"Associate's Degree",Male,Rent,"Cable Modem",Divorced,2,2,3,1,2,Never,Monthly,DVD,Weekly,Daily,890324,Rarely,Monthly,Cable,Spouse/Partner,32
31,"Bachelor's Degree",Male,Own,DSL,Married,2.5,3,2,1,2,Weekly,Rarely,DVD,Monthly,Monthly,890326,Monthly,Weekly,"Digital Satellite",Spouse/Partner,32
28,"Master's Degree",Male,Rent,IDSN,Married,2.5,3,2,1,3,Never,Monthly,DVD,Weekly,Weekly,890329,Weekly,Daily,"Digital Satellite",Me,32
37,"Bachelor's Degree",Male,Rent,DSL,Married,1,2,1,2,1,Never,Rarely,DVD,Monthly,Monthly,890353,Rarely,Rarely,"Analog antennae",Me,32
